,Objektart,MietpreisproMonat,MietpreisproMonat(exkl.NK),Nebenkosten,Wohnfläche,Zimmer,Geschoss,Baujahr,Verfügbarab,Balkon(e),Einstellplatz,Lift,Haustiereerlaubt,Kabel-TV,Kinderfreundlich,ÖV-Haltestelle,Autobahn,Kindergarten,Primarschule,Sekundarschule,Einkaufsmöglichkeit,rating,adress,publication_date,city,DateofScrapping,Aussenparkplatz,AltesGebäude,Nutzfläche,Hochparterre,Rollstuhlgängig,Neubau,Geschirrspülmaschine,Estrich,Cheminée,Toiletten,Minergie-zertifiziert,Kubatur,Raumhöhe,Mittelhaus,Wohnungen,Wasseranschluss,Swimmingpool,Möbliert,Grundstückfläche
22666205,Wohnung,720,670,50,20,1,1.Stock,1923,nachVereinbarung,1,,,,1,,,,,,,,5,"Obermättlistrasse 8, 6015 Luzern LU",31.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22686713,Maisonette,4150,3750,400,150,5.5,3.Stock,,nachVereinbarung,1,1,,,1,,50m,1000m,300m,300m,500m,500m,NaN,"Abendweg 4, 6006 Luzern",30.12.2019,luzern,26.02.2020,,1,,,,,,,1,,,,,,,,,,
22765614,Wohnung,2710,2400,310,147,5.5,4.Stock,2015,01.06.2020,1,1,1,,1,1,70m,,20m,710m,,1010m,5,"Cheerstrasse 13, 6014 Luzern",30.12.2019,luzern,26.02.2020,1,,,,1,,,,,,1,,,,,,,,
22680142,Wohnung,1950,1750,200,83,3.5,3.Stock,2015,29.02.2020,1,1,1,,1,1,100m,4000m,50m,300m,500m,600m,4,"Cheerstrasse 13, 6014 Luzern",04.01.2020,luzern,26.02.2020,,,104,,,,,,,,,,,,,,,,
22667545,Dachwohnung,3980,3600,380,166,4.5,4.Stock,,sofort,,,1,,1,,20m,1500m,1050m,120m,500m,30m,NaN,"Hirschmattstrasse 26, 6003 Luzern",30.12.2019,luzern,26.02.2020,,,,,,1,,,,,,,,,,,,,
22909684,Attika,960,850,110,28,1,4.Stock,1992,,1,1,1,1,,,200m,,,,,300m,4,"Kanonenstrasse 6, 6003 Luzern",04.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22678774,Wohnung,1530,1330,200,,4.5,3.Stock,,01.03.2020,1,1,1,,1,,,800m,100m,100m,100m,50m,NaN,"Bernstrasse 112, 6003 Luzern",03.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,1,,
22682554,Wohnung,1510,1300,210,70,3.5,EG,1968,sofort,1,1,,,1,,60m,3000m,800m,1000m,2000m,300m,5,"Hirtenhofstrasse 72, 6005 Luzern",05.01.2020,luzern,26.02.2020,1,1,68,,,,,,,,,,,,,,,,
22678214,Wohnung,1530,1300,230,76,4.5,3.Stock,,01.04.2020,1,1,,,1,1,100m,2000m,200m,200m,1000m,100m,NaN,"Renggstrasse 8, 6014 Luzern",03.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22680134,Wohnung,2190,1900,290,102,5.5,1.Stock,,,1,,1,1,1,1,50m,,100m,700m,700m,500m,NaN,"Hirtenhofstrasse 31, 6005 Luzern",04.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22568032,Wohnung,3810,3390,420,127,3.5,26.Stock,2012,nachVereinbarung,,1,1,1,1,1,25m,,1000m,1000m,1000m,25m,NaN,"Zihlmattweg 42, 6005 Luzern",20.12.2019,luzern,26.02.2020,,,,,,1,,,,,,,,,,,,,
22734078,Wohnung,1560,1340,220,60,3.5,2.Stock,,01.04.2020,1,,,,1,,250m,,490m,390m,,290m,NaN,"Hünenbergstrasse 12, 6006 Luzern",,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22649906,Dachwohnung,936,,,,1,4.Stock,,31.03.2020,,,,,,,25m,1000m,500m,500m,,25m,NaN,"Bernstrasse, 6003 Luzern",24.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22659284,Wohnung,3300,3050,250,127,3.5,3.Stock,1987,01.03.2020,1,1,1,,1,,400m,500m,900m,300m,300m,100m,3,"Cysatstrasse 15, 6004 Luzern",27.12.2019,luzern,26.02.2020,1,,127,,,,,,1,,,,,,,,,,
22653190,Wohnung,3290,3090,200,113,4.5,,2019,sofort,,,1,,,,96m,,,391m,,340m,3,"Rosenberghalde, 6004 Luzern",25.12.2019,luzern,26.02.2020,1,,,,,,,,,,1,,,,,,,,
22633866,Wohnung,1210,1050,160,50,2.5,2.Stock,,nachVereinbarung,,,,1,,,,,,,,,NaN,"Hauptstrasse 50, 6015 Luzern",20.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
23027642,Wohnung,2090,1970,120,72,3,1.Stock,,01.04.2020,1,,1,,,,,,,,,,NaN,"Dornacherstrasse 9, 6003 Luzern",23.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22630468,Wohnung,1740,1550,190,72,3,5.Stock,,,,,,,,,,,,,,,NaN,6003 Luzern,20.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22631420,Wohnung,1740,1550,190,72,3,5.Stock,1951,nachVereinbarung,,,,,,,,,,,,,4,"Bundesplatz 3, 6003 Luzern",20.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
23027640,Wohnung,2030,1850,180,83,3.5,2.Stock,,01.04.2020,1,1,1,,,1,174m,808m,160m,132m,,162m,NaN,"Voltastrasse 24, 6005 Luzern",23.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22895620,Attika,3362,3002,360,125,4.5,3.Stock,1999,nachVereinbarung,1,1,1,,1,,,,,,,,3,"Hemschlenstrasse 12, 6006 Luzern",17.12.2019,luzern,26.02.2020,,,,,,,,,1,,,,,,,,,,
22918712,Wohnung,3420,3200,220,99,3.5,,,sofort,,,,,,,,,,,,,NaN,6003 Luzern,19.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22622589,Wohnung,1370,1150,220,,3,3.Stock,1963,01.04.2020,1,,,1,1,,,,,,,,NaN,"Bernerweg 6, 6003 Luzern",19.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22607676,Wohnung,1910,1700,210,90,3.5,2.Stock,,01.03.2020,1,,,,,,,,,,,,NaN,"Kellerstrasse 27, 6005 Luzern",18.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22625394,Wohnung,1800,,,,3.5,1.Stock,,sofort,1,,,,,,960m,,1810m,3070m,,3040m,NaN,"Rebstockhalde 42, 6006 Luzern",,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22605630,Wohnung,800,,,20,1,4.Stock,,nachVereinbarung,1,,,,1,,,,,,,,NaN,"Libellenstrasse 61, 6004 Luzern LU",16.12.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22617534,Wohnung,1192,1060,132,64,3,4.Stock,1957,01.04.2020,1,,,1,,,500m,,500m,1000m,1000m,1000m,5,"Obermättliweg 8, 6015 Luzern",18.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22603099,Wohnung,2810,2530,280,111,4.5,5.Stock,,01.03.2020,1,,1,1,,,50m,500m,,,,50m,NaN,"Moosstrasse 1, 6003 Luzern",16.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22605498,Wohnung,1910,1700,210,75,3.5,,1970,sofort,1,1,1,,1,,200m,1000m,500m,500m,1000m,1000m,4,"Bergstrasse 36, 6004 Luzern",16.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
23010556,Attika,2380,2220,160,76,2.5,,2011,nachVereinbarung,1,,1,,,,,,,,,,3,"Spannortstrasse 18, 6003 Luzern",18.12.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22585104,Wohnung,1440,1310,130,60,2.5,6.Stock,,nachVereinbarung,,,,,,,100m,,,,,100m,NaN,"Dornacherstrasse 15, 6003 Luzern",12.12.2019,luzern,26.02.2020,,,,,,,,,1,,,,,,,,,,
22855961,Wohnung,1950,1700,250,90,3.5,5.Stock,,,1,,1,,1,,50m,,,,,50m,NaN,"Zürichstrasse 11, 6004 Luzern",14.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22598232,Wohnung,1760,1480,280,94,3.5,3.Stock,1996,sofort,,,,,,,,,,,,,6,"Büttenenhalde 57, 6006 Luzern",14.12.2019,luzern,26.02.2020,,,,,,,,,,,,257m³,,,,,,,
22586721,Wohnung,540,,,,1,3.Stock,,sofort,1,,1,,,,,,,,,,NaN,"Tribschenstrasse 68, 6005 Luzern LU",12.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22665700,Wohnung,500,,,,1,,,sofort,,,,,,,,,,,,,NaN,"Maihofhalde, 6006 Luzern",16.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22585915,Wohnung,2470,2150,320,129,4.5,3.Stock,1996,01.04.2020,1,,1,,,,250m,1500m,100m,100m,250m,300m,4,"Ruopigenstrasse 28, 6015 Luzern",12.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22589412,Wohnung,2410,2100,310,,6,3.Stock,,01.03.2020,1,,1,1,,,350m,1500m,500m,400m,400m,350m,NaN,"Fluhmattstrasse 40, 6004 Luzern",07.01.2020,luzern,26.02.2020,,,,,,,,,1,,,,,,,,,,
22855966,Wohnung,1950,1700,250,89,2.5,6.Stock,1987,,1,1,1,,1,,50m,,,,,20m,5,"Zürichstrasse 11, 6004 Luzern",14.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
23012007,Wohnung,1950,1700,250,91,3.5,6.Stock,,,1,,1,,1,,50m,,,,,20m,NaN,"Zürichstrasse 11, 6004 Luzern",14.12.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22966733,Wohnung,2090,1890,200,79,2.5,2.Stock,2011,01.04.2020,1,1,1,,1,,400m,,,,,400m,5,"Bürgenstrasse 9, 6005 Luzern",13.12.2019,luzern,26.02.2020,,,87,,,,,,,,,,,,,,,,
22577201,Wohnung,2290,2120,170,83,3.5,3.Stock,,01.04.2020,1,,,,,,,,,,,,NaN,"Fluhmattstrasse 63, 6004 Luzern",11.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22590765,Wohnung,1660,1540,120,46,2.5,EG,2019,01.03.2020,1,,1,,,,120m,,400m,480m,480m,700m,4,"Hirtenhofstrasse 4, 6005 Luzern",09.12.2019,luzern,26.02.2020,,,,,1,1,,,,,,,,,,,,,
22788675,Wohnung,2380,2180,200,82,2.5,1.Stock,,01.03.2020,,1,1,1,1,1,120m,,560m,,,160m,NaN,"Werftestrasse 2, 6005 Luzern",09.12.2019,luzern,26.02.2020,1,,,,1,,,,,,1,,,,,,,,
22573651,Wohnung,2120,1860,260,108,4.5,3.Stock,,sofort,1,1,1,,,,,,,,,,NaN,"Rothenpark 5, 6015 Luzern",11.12.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22565782,Attika,1820,1600,220,,3.5,4.Stock,,sofort,1,,,,1,1,300m,,,,,400m,NaN,"Hirtenhofstrasse 16, 6005 Luzern",09.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22562465,Wohnung,2380,2180,200,74,3.5,1.Stock,,01.03.2020,,1,1,1,1,,300m,2000m,,,,300m,NaN,"Werftestrasse 2, 6005 Luzern",09.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22312527,Dachwohnung,4190,3800,390,163,3.5,5.Stock,,nachVereinbarung,,,,,,,,,,,,,NaN,"Pilatusstrasse 26, 6003 Luzern",10.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22575695,Wohnung,1680,1510,170,65,3,2.Stock,,nachVereinbarung,1,,1,,1,,,,,,,,NaN,"Löwengrube 5, 6014 Luzern",11.12.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
21562437,Wohnung,1750,1600,150,40,2,,2019,sofort,,,1,1,,,130m,,400m,400m,400m,500m,3,"Sternmattstrasse 18, 6006 Luzern",,luzern,26.02.2020,,,,,,1,,,,,,,,,,,,,
22590766,Wohnung,1990,1850,140,64,2.5,,2019,01.03.2020,1,,1,,,,120m,,400m,480m,480m,700m,4,"Hirtenhofstrasse 4, 6005 Luzern",09.12.2019,luzern,26.02.2020,,,,,1,1,,,,,,,,,,,,,
22544942,Wohnung,1430,1290,140,,2,3.Stock,,sofort,,,,1,1,,,,,,,,NaN,"Bernstrasse 9, 6003 Luzern LU",05.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22545956,Wohnung,1930,1655,275,90,4,,,nachVereinbarung,1,1,1,1,1,,50m,,100m,100m,,150m,NaN,"Giselistrasse 8, 6006 Luzern",06.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22543276,Wohnung,1780,1530,250,92,4.5,2.Stock,,sofort,,,,,,,,,,,,,NaN,"Imfangring 16, 6005 Luzern",05.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22544940,Wohnung,700,,,10,1,3.Stock,,nachVereinbarung,1,1,1,,1,,,,,,,,NaN,"Obergütschstrasse 33, 6003 Luzern LU",05.12.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22542238,Wohnung,2710,2450,260,102,3.5,2.Stock,1992,01.04.2020,1,1,1,,,,500m,2500m,,,,,3,"Alpenquai 20, 6005 Luzern",05.12.2019,luzern,26.02.2020,,,,,,,,,1,,,,,,,,,,
22606066,Maisonette,6700,6300,400,190,4.5,4.Stock,,nachVereinbarung,1,,1,,1,,300m,600m,1000m,300m,300m,300m,NaN,6004 Luzern,07.12.2019,luzern,26.02.2020,,,215,,,,,,1,,,,,,8,,,,
22544025,Wohnung,2850,,,64,2.5,EG,,nachVereinbarung,1,1,1,,1,,100m,1000m,400m,650m,650m,400m,NaN,"Seeburgstrasse 26, 6006 Luzern",,luzern,26.02.2020,,,,,1,1,,,,,,,,,,,,,
22546909,Dachwohnung,1100,925,175,40,2,,,sofort,,,,,1,,,,,,,,NaN,"Stollbergrain 3, 6003 Luzern",06.12.2019,luzern,26.02.2020,,1,,,,,,,,,,,,,,,,,
21921395,Wohnung,2470,2200,270,,4.5,,,sofort,,,1,,,,,,,,,,NaN,"Schäferweg 2, 6005 Luzern",09.12.2019,luzern,26.02.2020,1,,,,,,,,1,,,,,,,,,,
22539112,Wohnung,1540,1340,200,50,3,1.Stock,,sofort,,,,1,,1,180m,,80m,210m,,430m,NaN,"Blattenmoosstrasse 2, 6014 Luzern",05.12.2019,luzern,26.02.2020,1,,50,,,,,,,,,,,,,,,,
22908924,Wohnung,1590,1390,200,85,2.5,1.Stock,,sofort,,1,1,,,,,,,,,,NaN,"Büttenenhalde 49, 6006 Luzern",04.12.2019,luzern,26.02.2020,,,,,,,,,,1,,,,,,,,,
23001094,Wohnung,1360,1240,120,,2,1.Stock,,,1,,,1,1,,,,,,,,NaN,"Ruopigenstrasse 20, 6015 Luzern",04.12.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22525472,Wohnung,1540,1280,260,74,3.5,4.Stock,1978,nachVereinbarung,1,1,1,1,1,1,200m,,200m,500m,1500m,1000m,5,"Längweiherstr. 20, 6014 Luzern",03.12.2019,luzern,26.02.2020,1,1,,,,,,,,,,,,,,,,,
22680126,Wohnung,1790,1610,180,68,3,1.Stock,,,,,1,,1,,100m,,,,,100m,NaN,"Bireggstrasse 14, 6003 Luzern",05.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22312306,Dachwohnung,1510,1300,210,65,3.5,3.Stock,,nachVereinbarung,1,,,,1,,,,,,,,NaN,"Bernstrasse 20, 6003 Luzern",14.01.2020,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22521727,Maisonette,1860,1680,180,,2.5,4.Stock,,sofort,,,,,1,,,,,,,,NaN,"Eisengasse 13, 6004 Luzern",03.12.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22877792,Wohnung,1620,1500,120,65,3,3.Stock,,01.03.2020,1,,,,,,100m,,,,,100m,NaN,"Klosterstrasse 5, 6003 Luzern",,luzern,26.02.2020,,1,,,,,,,,,,,,,,,,,
22535439,Wohnung,1500,1350,150,90,3.5,4.Stock,2018,sofort,1,,,,,,,,,,,,6,"Bennenegg, 13, 6014 Luzern LU",04.12.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22541852,Wohnung,1900,1620,280,80,4,3.Stock,1960,nachVereinbarung,1,1,,1,1,1,100m,,100m,1000m,1000m,150m,4,"Matthofring 24, 6005 Luzern",05.12.2019,luzern,26.02.2020,1,1,,,,,,,,,,,,,,,,,
22523899,Wohnung,1720,1460,260,89,4.5,6.Stock,1978,nachVereinbarung,1,1,1,1,1,1,200m,,200m,500m,1500m,1000m,5,"Längweiherstr. 20, 6014 Luzern",03.12.2019,luzern,26.02.2020,1,1,,,,,,,,,,,,,,,,,
22500594,Wohnung,2310,2060,250,100,4.5,1.Stock,,01.03.2020,,,,,,,50m,,750m,750m,750m,100m,NaN,"Denkmalstrasse 5, 6006 Luzern",28.11.2019,luzern,26.02.2020,,1,,,,,,,,,,,,,,,,,
22506960,Wohnung,1535,1280,255,79,2.5,4.Stock,,nachVereinbarung,,,,,,,,,,,,,NaN,"Brünigstrasse 16, 6005 Luzern",29.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22495995,Wohnung,1750,,,58,2.5,6.Stock,1963,nachVereinbarung,1,,1,,,,,,,,,,3,"Winkelriedstrasse 56, 6003 Luzern LU",27.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22518092,Dachwohnung,1850,1700,150,63,2.5,6.Stock,1923,01.05.2020,1,,1,1,,,,,,,,,3,"Kasimir-Pfyffer-Strasse 15, 6003 Luzern",02.12.2019,luzern,26.02.2020,,,,,,1,,,,1,,,,,,,,,
22493964,Wohnung,2250,1950,300,103,4,2.Stock,,sofort,1,,1,,1,,10m,1000m,,,,80m,NaN,"Klosterstrasse 12a, 6003 Luzern",27.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22492125,Dachwohnung,1240,1050,190,50,2.5,4.Stock,1923,nachVereinbarung,,,,,,,,,,,,,5,"Neustadtstrasse 31, 6003 Luzern",27.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22991228,Wohnung,1880,1690,190,84,3.5,EG,2018,sofort,1,1,1,,1,1,50m,,280m,2000m,,1830m,6,"Büttenenring 1a, 6006 Luzern",,luzern,26.02.2020,,,,,1,1,,,,,,,,,,,,,
22884417,Wohnung,2750,2500,250,,3.5,5.Stock,2019,01.03.2020,1,1,1,1,1,1,390m,,360m,870m,1000m,660m,NaN,"Hirtenhofring 30, 6005 Luzern",29.11.2019,luzern,26.02.2020,1,,96,,1,1,,,,,1,,,,,,,,
22529385,Dachwohnung,3459,3119,340,167,5.5,6.Stock,2011,01.03.2020,1,,1,1,1,1,200m,1000m,,,,300m,5,"Bleicherstrasse 21, 6003 Luzern",29.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22516547,Wohnung,2450,2200,250,100,4,1.Stock,1903,01.04.2020,1,,,,1,,,,,,,,4,"Maihofstrasse 27, 6004 Luzern",02.12.2019,luzern,26.02.2020,,1,,,,,,,,,,,,,,,,,
22476304,Wohnung,1450,,,42,2.5,5.Stock,,nachVereinbarung,,,,,,,,,,,,,NaN,"Morgartenstrasse 5, 6003 Luzern",25.11.2019,luzern,26.02.2020,,1,,,,,,,,,,,,,,,,,
22465608,Wohnung,2130,1890,240,89,3,4.Stock,2012,01.04.2020,,,1,,1,,100m,,,,,100m,5,"Bruchstrasse 4, 6003 Luzern",22.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22486628,Einzelzimmer,920,,,31,1,EG,,sofort,1,,1,,,,200m,1500m,500m,500m,1200m,500m,NaN,"Wesemlinstrasse 15, 6006 Luzern",26.11.2019,luzern,26.02.2020,,,31,,,,,,,,,,,,,,,,
22768645,Wohnung,1750,1490,260,74,4,1.Stock,1974,sofort,1,1,,1,1,,,,,,,,5,"Hirtenhofstrasse 6, 6005 Luzern",25.11.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22991950,Wohnung,3120,2900,220,106,4.5,4.Stock,,01.04.2020,1,,1,,,,,,,,,,NaN,"Winkelriedstrasse 32, 6003 Luzern",22.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22477147,Wohnung,2000,1800,200,77,3,1.Stock,,sofort,,,1,1,,,,,,,,,NaN,"Hertensteinstrasse 66, 6004 Luzern",,luzern,26.02.2020,,1,,,,,,,,,,,,,,,,,
22339467,Wohnung,1325,1185,140,34,1.5,4.Stock,1975,sofort,1,1,1,,1,,400m,8000m,600m,600m,2000m,2000m,NaN,"Kreuzbuchrain 14, 6006 Luzern",25.11.2019,luzern,26.02.2020,,,,,1,,,,,,,,,,,,,,
21849431,Wohnung,2350,2100,250,107,4.5,5.Stock,,nachVereinbarung,1,1,1,,1,,,,,,,,NaN,"Kreuzbuchstrasse 101, 6006 Luzern",,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22476228,Wohnung,1700,,,,3,1.Stock,,02.03.2020,1,,,,,,,,,,,,NaN,"Ruflisbergstrasse, 6006 Luzern",25.11.2019,luzern,26.02.2020,,1,,,,,,,,,,,,,,,,,
22310608,Wohnung,2000,1800,200,97,4,6.Stock,1951,nachVereinbarung,,,,,,,10m,,,,100m,20m,5,"Hallwilerweg 16, 6003 Luzern",26.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22443703,Wohnung,2400,2100,300,105,4.5,2.Stock,,sofort,1,1,1,,1,1,100m,3000m,,,,300m,NaN,"Langensandstrasse 74, 6005 Luzern",19.11.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22451028,Wohnung,1470,1250,220,80,3.5,3.Stock,1984,nachVereinbarung,,,1,,,,,,,,,,6,"Obergütschrain 7, 6003 Luzern",20.11.2019,luzern,26.02.2020,,,,,,,,,,,,220m³,,,,,,,
22991951,Wohnung,3020,2800,220,107,3.5,2.Stock,,01.04.2020,1,,1,,,,,,,,,,NaN,"Winkelriedstrasse 32, 6003 Luzern",22.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22905876,Wohnung,1946,1696,250,89,4.5,3.Stock,1974,nachVereinbarung,1,,1,,,1,100m,,500m,2000m,2000m,2000m,5,"Büttenenstrasse 16, 6006 Luzern",19.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22443702,Wohnung,2600,2400,200,100,2.5,4.Stock,1642,,,,,,,,50m,1500m,,,,150m,NaN,"Furrengasse 11, 6004 Luzern",19.11.2019,luzern,26.02.2020,,,100,,,,,,,,,,,,,,,,
22450415,Wohnung,1619,1489,130,55,2.5,1.Stock,1958,sofort,,,,,,,300m,2000m,500m,500m,500m,500m,3,"Grüneggstrasse 10, 6005 Luzern",20.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22447435,Wohnung,1520,1300,220,70,3.5,4.Stock,,sofort,,,,,,,100m,400m,,,,200m,NaN,"Obergrundstrasse 85, 6005 Luzern",20.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
19863483,Wohnung,1670,1450,220,81,3.5,2.Stock,1965,nachVereinbarung,,,1,,,,,,,198m,,,5,"Maihofstr. 68A, 6006 Luzern",15.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22395380,Wohnung,1800,1600,200,,3.5,6.Stock,,nachVereinbarung,1,,1,,1,,,,,,,,NaN,"Birkenstrasse 11, 6003 Luzern",12.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22505763,Wohnung,1990,1830,160,74,2.5,4.Stock,,,,,1,,1,,,,,,,,NaN,"Löwengraben 11|13, 6004 Luzern",14.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
21396180,Wohnung,1550,,,,4,1.Stock,1960,sofort,1,,,,1,,200m,1000m,,,,500m,NaN,"Rothenring 25, 6015 Luzern",07.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22442762,Wohnung,1890,1650,240,,4.5,,,nachVereinbarung,1,,,,1,,,,,,,,NaN,"Giselistrasse 4, 6006 Luzern",06.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22393200,Wohnung,1950,1750,200,58,2.5,2.Stock,,12.04.2020,1,,,1,,1,630m,,1170m,340m,,90m,NaN,"Fluhmattstrasse 2, 6004 Luzern",,luzern,26.02.2020,,1,,,,,,,,,,,,,,,,,
22738965,Wohnung,1820,1680,140,64,2.5,1.Stock,1923,,1,,,,,1,250m,1000m,500m,500m,,250m,3,"Dammstrasse 11, 6003 Luzern",11.11.2019,luzern,26.02.2020,,,73,,,,,,,,,,,,,,,,
22367561,Maisonette,2000,1800,200,80,2.5,EG,2003,nachVereinbarung,1,,,,,,100m,4000m,2000m,1000m,1000m,1000m,4,"Schlösslihalde 15E, 6006 Luzern",07.11.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22370207,Wohnung,1290,1100,190,51,2,1.Stock,,,,,,,,,,,,,,,NaN,6004 Luzern,07.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22940890,Wohnung,1090,910,180,43,2.5,,,01.07.2020,1,,1,,1,1,,,,,,,NaN,"Fluhmühlerain 12, 6015 Luzern",06.11.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22371269,Wohnung,1600,1390,210,80,3,3.Stock,,sofort,1,,1,,,,,,,,,,NaN,"Dufourstrasse 27, 6003 Luzern",08.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22940891,Wohnung,1495,1275,220,71,3.5,,,01.07.2020,1,,1,,1,1,,,,,,,NaN,"Fluhmühlerain 12, 6015 Luzern",06.11.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
15361217,Loft,1790,1440,350,140,2,2.Stock,2012,nachVereinbarung,,,,,1,,200m,2000m,,,,200m,6,"Grossmatte, 6014 Luzern",23.01.2020,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22395812,Wohnung,1400,1200,200,,2.5,2.Stock,,sofort,,,,,,,,,,,,,NaN,"Schrotmättli 13A, 6014 Luzern",06.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22477231,Wohnung,1830,1530,300,80,3,1.Stock,,sofort,1,,,,1,,10m,,200m,200m,,500m,NaN,"Bodenhofstrasse 2, 6005 Luzern",04.11.2019,luzern,26.02.2020,1,,,,,,,,,,,,,,,,,,
22359358,Wohnung,1500,,,,3,3.Stock,,sofort,1,,,1,1,1,8m,150m,200m,,,10m,NaN,"Obergrundstrasse 71a, 6003 Luzern",29.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
22330000,Wohnung,4650,4200,450,152,5.5,,1976,,1,1,,,1,,50m,,1100m,1100m,,900m,NaN,"Bellerivestrasse 40, 6006 Luzern",02.11.2019,luzern,26.02.2020,1,,20,,,,,,1,,,,,,,,,,
22869780,Wohnung,1680,1540,140,68,3.5,1.Stock,,sofort,1,1,1,1,,,,,,,,,NaN,"Liebenauweg 10, 6006 Luzern",30.10.2019,luzern,26.02.2020,,,,,1,,,,,,,,,,,,,,
22491405,Wohnung,990,890,100,36,1,,,01.04.2020,,,1,,,,100m,,,,,100m,NaN,"Voltastrasse 40, 6005 Luzern",06.11.2019,luzern,26.02.2020,,,,,,,,,,,,,,,,,,,
