,object_type,price,price_wo_extras,extras,size,rooms,floor,moovIn,balcony,lift,public_transport,shopping,rating,adress,publication_date,city,DateofScrapping,age,parking_out,pets_allowed,tv,kids_ok,KG,PS,SS,highway,parking_in
22919634,Wohnung,2750.0,2450.0,300.0,144.0,1.0,0.0,nachVereinbarung,1.0,1.0,,,,"Winterholzstrasse 57, 3018 Bern",2019-05-03,bern,2020-02-26,,1.0,,1.0,,,,,,
22749461,Wohnung,2490.0,2190.0,300.0,,4.0,3.0,sofort,,1.0,50.0,50.0,,"Aegertenstrasse 53, 3005 Bern",,bern,2020-02-26,,,,,,,,,2000.0,
21480203,Wohnung,1804.0,1524.0,280.0,90.0,3.0,3.0,,,,,,,3006 Bern,2019-06-20,bern,2020-02-26,,,,,,,,,,
21056128,Wohnung,1150.0,,,,1.0,2.0,nachVereinbarung,1.0,,,,,3013 Bern BE,2019-04-26,bern,2020-02-26,,1.0,,1.0,,,,,,
21202121,Wohnung,1790.0,1510.0,280.0,89.0,3.0,3.0,sofort,,,,,4.0,"Bolligenstr. 30b, 3006 Bern",2020-01-16,bern,2020-02-26,1981,,1.0,,1.0,,,,,
21161839,Loft,2800.0,2500.0,300.0,144.0,1.0,0.0,sofort,1.0,1.0,1940.0,6740.0,,"Winterholzstrasse 57, 3018 Bern",,bern,2020-02-26,,,1.0,1.0,,490.0,620.0,,1800.0,1.0
20842281,Wohnung,1800.0,,,,2.5,,nachVereinbarung,,,,,,3011 Bern BE,2019-03-16,bern,2020-02-26,,,,,,,,,,
23026064,Wohnung,3530.0,,,,4.5,,nachVereinbarung,,,,,,8047 Zürich ZH,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23025958,Wohnung,1125.0,,,,1.0,,nachVereinbarung,,,,,,8052 Zürich ZH,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23025554,Wohnung,1200.0,,,25.0,1.0,0.0,01.05.2020,,,,,,"Limmattalstrasse 71, 8049 Zürich ZH",2020-02-26,zuerich,2020-02-26,,,,1.0,,,,,,
23025557,Wohnung,3000.0,,,,3.5,,nachVereinbarung,,,,,,8057 Zürich ZH,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23025556,Wohnung,1650.0,,,,2.0,,nachVereinbarung,,,,,,8004 Zürich ZH,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23025959,Wohnung,950.0,,,30.0,1.0,1.0,sofort,1.0,,,,6.0,8050 Zürich ZH,2020-02-26,zuerich,2020-02-26,2005,1.0,,,,,,,,1.0
23026014,Wohnung,3360.0,,,,3.0,,nachVereinbarung,,,,,,8003 Zürich ZH,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23025969,Wohnung,1950.0,,,,3.5,,nachVereinbarung,,,,,,8055 Zürich ZH,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23025678,Wohnung,3360.0,,,76.0,3.0,4.0,01.04.2020,1.0,,,,,"Zentralstrasse 125, 8003 Zürich",2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23025970,Wohnung,2580.0,,,,3.5,,nachVereinbarung,,,,,,8037 Zürich ZH,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23025154,Wohnung,1690.0,1490.0,200.0,41.0,1.5,1.0,,,,,,,8038 Zürich,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23024860,Dachwohnung,3480.0,3200.0,280.0,80.0,2.5,3.0,01.06.2020,1.0,1.0,200.0,150.0,4.0,"Konkordiastrasse 13, 8032 Zürich",2020-02-26,zuerich,2020-02-26,2017,,,1.0,,,,,,
23025749,Wohnung,2038.0,1768.0,270.0,94.0,4.5,2.0,16.03.2020,1.0,,,,5.0,"Letzigraben 224, 8047 Zürich",2020-02-26,zuerich,2020-02-26,1969,,,,,,,,,
23024828,Wohnung,1950.0,,,,1.0,6.0,sofort,,1.0,,,,"Brandschenkestrasse, 8001 Zürich ZH",2020-02-26,zuerich,2020-02-26,,,,,,,,,,1.0
23024830,Wohnung,1490.0,,,24.0,1.5,1.0,01.05.2020,1.0,,,,,8038 Zürich ZH,2020-02-26,zuerich,2020-02-26,,1.0,,,,,,,,
23025383,Wohnung,2150.0,1800.0,350.0,86.0,4.5,1.0,01.05.2020,,1.0,,50.0,4.0,"Badenerstrasse 813, 8048 Zürich",2020-02-26,zuerich,2020-02-26,1984,,1.0,,,,,,,
23025401,Wohnung,950.0,,,,2.5,,nachVereinbarung,,,,,,8004 Zürich ZH,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23025400,Wohnung,1797.0,,,60.0,2.5,4.0,01.04.2020,1.0,1.0,,,,"Klosbachstrasse 66, 8032 Zürich ZH",2020-02-26,zuerich,2020-02-26,,,,1.0,,,,,,
23025382,Wohnung,1800.0,1610.0,190.0,50.0,2.0,1.0,01.05.2020,,,,200.0,3.0,"Im Struppen 3, 8048 Zürich",2020-02-26,zuerich,2020-02-26,1973,,,,,100.0,50.0,,1000.0,
23025409,Wohnung,1950.0,,,,3.0,1.0,01.06.2020,1.0,,,,,"Altstetterstrasse 174, 8048 Zürich ZH",2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23024134,Wohnung,2190.0,1900.0,290.0,60.0,3.0,1.0,01.04.2020,1.0,,20.0,200.0,,"Regensdorferstr. 61, 8049 Zürich",2020-02-26,zuerich,2020-02-26,,,1.0,,,,,,,
23024113,Wohnung,1780.0,1480.0,300.0,63.0,3.0,2.0,01.04.2020,,,80.0,90.0,4.0,"Blauäcker 6/8/10, 8051 Zürich",2020-02-26,zuerich,2020-02-26,1958,,,,,500.0,600.0,600.0,,
23024827,Wohnung,650.0,,,11.0,1.0,1.0,15.04.2020,,,,,,8003 Zürich ZH,2020-02-26,zuerich,2020-02-26,1970,,,,,,,,,
23024757,Wohnung,2100.0,,,34.0,1.0,5.0,sofort,1.0,1.0,,,,"Asylstrasse 77, 8032 Zürich ZH",2020-02-26,zuerich,2020-02-26,1920,1.0,1.0,1.0,,,,,,
23024966,Wohnung,1700.0,1440.0,260.0,63.0,3.0,3.0,16.03.2020,,,140.0,200.0,5.0,"Gutstrasse 158 160 162, 8055 Zürich",2020-02-26,zuerich,2020-02-26,1953,,,,,300.0,500.0,900.0,,
23025410,Wohnung,1560.0,,,,2.0,,nachVereinbarung,,,,,,8055 Zürich ZH,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23024101,Wohnung,1490.0,1330.0,160.0,,3.0,2.0,16.05.2020,1.0,,,,,"Schwellistrasse 61, 8052 Zürich",2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23024760,Wohnung,1300.0,,,30.0,1.5,3.0,01.04.2020,,,,,,"Feldstrasse 98, 8004 Zürich ZH",2020-02-26,zuerich,2020-02-26,,,,1.0,,,,,,
23024647,Wohnung,1250.0,,,40.0,1.0,,nachVereinbarung,,,,,,"Kreuzstrasse 17, 8008 Zürich",2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23024646,Studio,500.0,,,,,,nachVereinbarung,,,,,,8004 Zürich,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23023573,Wohnung,2105.0,1850.0,255.0,81.0,3.5,2.0,nachVereinbarung,,,,,5.0,"Albisstr. 81, 8038 Zürich",2020-02-26,zuerich,2020-02-26,1968,,,,,,,,,
23023289,Wohnung,2190.0,1900.0,290.0,60.0,3.0,1.0,,,,,,,8049 Zürich,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23023271,Wohnung,3700.0,3350.0,350.0,105.0,2.5,20.0,sofort,,1.0,,,4.0,"Pfingstweidstrasse 98 (RESERVIERT), 8005 Zürich",2020-02-26,zuerich,2020-02-26,2015,,1.0,1.0,,,,,,
23023261,Loft,3730.0,3380.0,350.0,109.0,2.5,4.0,,,,,,,"Hardturmstrasse 90 (RESERVIERT), 8005 Zürich",2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23024135,Wohnung,2500.0,2300.0,200.0,74.0,2.5,7.0,01.03.2020,1.0,1.0,80.0,200.0,4.0,"Tuchmacherstrasse 76, 8041 Zürich",2020-02-26,zuerich,2020-02-26,2019,,,,,800.0,650.0,1500.0,2200.0,
23022951,Wohnung,1565.0,1495.0,70.0,58.0,2.0,2.0,01.05.2020,1.0,,50.0,50.0,5.0,"Bristenstrasse 7, 8048 Zürich",2020-02-26,zuerich,2020-02-26,1964,,1.0,1.0,,300.0,300.0,,2000.0,1.0
23021886,Wohnung,1350.0,1260.0,90.0,30.0,1.5,2.0,01.04.2020,,1.0,100.0,,,"Birmensdorferstr. 256, 8055 Zürich",2020-02-26,zuerich,2020-02-26,,1.0,,1.0,,,,,,
23023043,Wohnung,2750.0,2600.0,150.0,79.0,3.5,4.0,01.04.2020,,1.0,,,,"Paulstrasse 6, 8008 Zürich",2020-02-26,zuerich,2020-02-26,,,,1.0,,,,,,
23023270,Attika,3380.0,3100.0,280.0,83.0,2.5,4.0,01.04.2020,1.0,1.0,,,4.0,"Karl-Stauffer-Strasse 8 (RESERVIERT), 8008 Zürich",2020-02-26,zuerich,2020-02-26,2020,,,1.0,1.0,,,,,
23021964,Wohnung,1565.0,1495.0,70.0,58.0,2.0,2.0,,,,,,,8048 Zürich,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23021871,Wohnung,2599.0,2475.0,124.0,,3.5,4.0,01.04.2020,1.0,1.0,,,,"Diggelmannstrasse 29, 8047 Zürich",2020-02-26,zuerich,2020-02-26,,,,,,,,,,1.0
23021879,Wohnung,3650.0,3350.0,300.0,123.0,4.5,4.0,01.07.2020,1.0,1.0,50.0,500.0,3.0,"Neunbrunnenstrasse 53, 8050 Zürich",2020-02-26,zuerich,2020-02-26,2013,,1.0,1.0,1.0,200.0,500.0,,2500.0,1.0
23023824,Maisonette,2250.0,1900.0,350.0,110.0,3.5,0.0,01.03.2020,,1.0,,,5.0,"Neudorfstrasse 17, 8050 Zürich",2020-02-26,zuerich,2020-02-26,1987,,,,,,,,,
23021876,Wohnung,1800.0,1630.0,170.0,65.0,2.5,4.0,16.04.2020,1.0,1.0,450.0,50.0,5.0,"Binzmühlestrasse 97, 8050 Zürich",2020-02-26,zuerich,2020-02-26,2001,,,,1.0,,,,,1.0
23021875,Wohnung,1371.0,1255.0,116.0,88.0,3.5,0.0,01.05.2020,1.0,1.0,,,,"Rütihofstrasse 45, 8049 Zürich",2020-02-26,zuerich,2020-02-26,1996,,,1.0,1.0,,,,,
23021885,Wohnung,1374.0,1270.0,104.0,,1.0,2.0,01.04.2020,,,,,,"Friesenbergstrasse 76, 8055 Zürich",2020-02-26,zuerich,2020-02-26,,,,1.0,,,,,,
23021866,Wohnung,4700.0,4300.0,400.0,143.0,5.0,1.0,01.05.2020,1.0,1.0,200.0,200.0,3.0,"Neuhausstrasse7, 8044 Zürich",2020-02-26,zuerich,2020-02-26,2003,,1.0,1.0,,,400.0,,,1.0
23021867,Wohnung,1680.0,,,65.0,3.0,1.0,01.04.2020,1.0,,150.0,300.0,5.0,"Wehntalerstrasse 521, 8046 Zürich",2020-02-26,zuerich,2020-02-26,1970,,,1.0,1.0,500.0,500.0,1500.0,2000.0,
23021868,Wohnung,1820.0,1682.0,138.0,57.0,3.0,2.0,01.05.2020,1.0,,50.0,200.0,3.0,"Wehntalerstrasse 609, 8046 Zürich",2020-02-26,zuerich,2020-02-26,1957,,,,,,,,400.0,
23021873,Wohnung,2200.0,2030.0,170.0,60.0,3.0,1.0,,1.0,,100.0,100.0,,"Sustenstrasse 20, 8048 Zürich",2020-02-26,zuerich,2020-02-26,,,1.0,,1.0,50.0,50.0,,,
23021856,Wohnung,1595.0,1485.0,110.0,48.0,2.0,1.0,01.04.2020,1.0,,100.0,500.0,,"Widmerstrasse 73, 8038 Zürich",2020-02-26,zuerich,2020-02-26,,,,1.0,,,,,500.0,
23021854,Wohnung,2310.0,2100.0,210.0,70.0,3.0,1.0,01.04.2020,,,50.0,1000.0,4.0,"Nordstrasse 318, 8037 Zürich",2020-02-26,zuerich,2020-02-26,1929,,,1.0,,,,,1000.0,
23021858,Wohnung,1490.0,1390.0,100.0,44.0,2.5,0.0,01.03.2020,,,150.0,500.0,4.0,"Leimbachstrasse 135, 8041 Zürich",2020-02-26,zuerich,2020-02-26,1962,,,,,,,,3700.0,
23021851,Attika,4250.0,3750.0,500.0,115.0,3.5,2.0,01.05.2020,1.0,1.0,10.0,500.0,3.0,"Witikonerstrasse 80, 8032 Zürich",2020-02-26,zuerich,2020-02-26,2001,1.0,1.0,1.0,,,,,,1.0
23021850,Wohnung,3700.0,3400.0,300.0,121.0,4.5,1.0,01.04.2020,1.0,,,,5.0,"Reinacherstrasse 12, 8032 Zürich",2020-02-26,zuerich,2020-02-26,1903,,,,,,,,,
23021853,Wohnung,1537.0,1463.0,74.0,,2.5,2.0,01.06.2020,,,,,,"Griesernweg 19, 8037 Zürich",2020-02-26,zuerich,2020-02-26,,,,1.0,,50.0,50.0,,,
23021852,Studio,890.0,,,18.0,1.0,0.0,,,,100.0,200.0,,"Rotbuchstrasse, 8037 Zürich",2020-02-26,zuerich,2020-02-26,,1.0,,1.0,,,,,,
23021855,Wohnung,1210.0,1120.0,90.0,30.0,1.0,1.0,01.04.2020,1.0,,100.0,500.0,,"Widmerstrasse 73, 8038 Zürich",2020-02-26,zuerich,2020-02-26,,,,1.0,,,,,500.0,
23021847,Wohnung,3400.0,3200.0,200.0,,5.5,1.0,,,,175.0,575.0,,"Haldeneggsteig 7, 8006 Zürich",2020-02-26,zuerich,2020-02-26,1886,,,,,,,,5600.0,
23021848,Wohnung,1800.0,1650.0,150.0,36.0,1.5,2.0,16.03.2020,,,10.0,10.0,,"Feldeggstrasse 46, 8008 Zürich",2020-02-26,zuerich,2020-02-26,,,,1.0,,,,,,
23021223,Wohnung,1467.0,,,,2.5,,nachVereinbarung,,,,,,8049 Zürich ZH,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23021225,Wohnung,1690.0,,,,2.5,,nachVereinbarung,,,,,,8046 Zürich ZH,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23021842,Wohnung,1500.0,1360.0,140.0,35.0,1.5,1.0,01.06.2020,,1.0,50.0,50.0,3.0,"Hardstrasse 9, 8004 Zürich",2020-02-26,zuerich,2020-02-26,1959,,1.0,1.0,1.0,,,,,
23021224,Wohnung,1500.0,,,,2.5,,nachVereinbarung,,,,,,8047 Zürich ZH,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23021843,Wohnung,1600.0,,,,1.5,1.0,,1.0,,100.0,100.0,,"Bienenstrasse 1, 8004 Zürich",2020-02-26,zuerich,2020-02-26,,,,1.0,,,,,,
23021021,Wohnung,80.0,,,,1.0,,nachVereinbarung,,,,,,8032 Zürich ZH,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23021708,Wohnung,1000.0,,,,3.5,,nachVereinbarung,,,,,,8003 Zürich ZH,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23021483,Wohnung,1607.0,1447.0,160.0,50.0,1.5,4.0,01.04.2020,1.0,1.0,,,,"Rautistrasse 10A, 8047 Zürich ZH",2020-02-26,zuerich,2020-02-26,,1.0,,1.0,,,,,,
23021834,Wohnung,3800.0,3300.0,500.0,86.0,4.5,2.0,01.04.2020,1.0,,200.0,500.0,,"Nägelihof 3, 8001 Zürich",2020-02-26,zuerich,2020-02-26,,,1.0,1.0,,,,,,
23020752,Wohnung,2185.0,,,,4.0,,nachVereinbarung,,,,,,8032 Zürich ZH,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23019694,Wohnung,1000.0,900.0,100.0,17.0,1.0,2.0,sofort,1.0,,,,,8006 Zürich ZH,2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23020743,Wohnung,1250.0,,,,1.5,,nachVereinbarung,,,,,,8057 Zürich ZH,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23020744,Wohnung,1750.0,,,50.0,2.0,2.0,sofort,1.0,,,,4.0,"Im Wingert 15, 8049 Zürich ZH",2020-02-26,zuerich,2020-02-26,1974,1.0,,,,,,,,1.0
23019817,Wohnung,1000.0,,,,1.0,0.0,01.06.2020,1.0,,,,,"Greifenseestrasse 49, 8050 Zürich ZH",2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23019820,Wohnung,900.0,,,12.0,1.0,,01.04.2020,1.0,,,,,8004 Zürich ZH,2020-02-26,zuerich,2020-02-26,,,,,,,,,,
23019405,Wohnung,1990.0,1765.0,225.0,70.0,3.5,2.0,01.04.2020,1.0,,,,,"Bändlistrasse 17, 8064 Zürich ZH",2020-02-25,zuerich,2020-02-26,,,,1.0,,,,,,
23019270,Wohnung,2900.0,,,,4.5,,nachVereinbarung,,,,,,8032 Zürich ZH,2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23019468,Wohnung,1150.0,,,,3.0,,nachVereinbarung,,,,,,8003 Zürich ZH,2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23019401,Wohnung,1290.0,1100.0,190.0,100.0,1.0,1.0,nachVereinbarung,1.0,1.0,,,,8050 Zürich ZH,2020-02-25,zuerich,2020-02-26,2009,1.0,,1.0,,,,,,1.0
23019818,Wohnung,1050.0,,,87.0,1.0,4.0,01.04.2020,,1.0,,,,8048 Zürich ZH,2020-02-26,zuerich,2020-02-26,2018,,,1.0,,,,,,
23018911,Wohnung,1640.0,,,60.0,2.5,0.0,01.04.2020,1.0,1.0,,,5.0,"Neunbrunnenstrasse 138, 8050 Zürich ZH",2020-02-25,zuerich,2020-02-26,2005,1.0,,1.0,,,,,,
23018909,Wohnung,1800.0,,,121.0,1.0,1.0,01.05.2020,1.0,,,,,"Käferholzstrasse, 8057 Zürich ZH",2020-02-25,zuerich,2020-02-26,2020,,,1.0,,,,,,
23018906,Wohnung,1030.0,915.0,115.0,106.0,1.0,7.0,01.06.2020,1.0,1.0,,,,"Tuchmacherstrasse 36, 8041 Zürich ZH",2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23018907,Wohnung,1120.0,1000.0,120.0,,1.0,2.0,15.03.2020,1.0,,,,,"Mutschellenstrasse, 20, 8002 Zürich ZH",2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23019269,Wohnung,2680.0,2480.0,200.0,,3.0,0.0,01.04.2020,1.0,,,,,8005 Zürich ZH,2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23018910,Wohnung,1780.0,,,70.0,2.5,1.0,16.03.2020,1.0,,,,,"Vorhaldenstrasse 31, 8049 Zürich ZH",2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23018908,Wohnung,1100.0,,,11.0,1.0,1.0,01.04.2020,1.0,,,,,"Englischviertelstrasse 56, 8032 Zürich ZH",2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23018800,Wohnung,1100.0,,,,4.5,,nachVereinbarung,,,,,,8057 Zürich ZH,2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23018859,Wohnung,2132.0,1847.0,285.0,62.0,3.0,1.0,01.05.2020,,,,,,"Gasometerstrasse 3, 8005 Zürich",2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23019182,Wohnung,2358.0,2188.0,170.0,85.0,4.5,2.0,01.04.2020,,,300.0,300.0,3.0,"Georg Kempf-Strasse 20, 8046 Zürich",2020-02-25,zuerich,2020-02-26,1969,,,,,200.0,600.0,600.0,2000.0,
23018616,Wohnung,3200.0,,,105.0,4.5,2.0,01.04.2020,1.0,,,,,"Asylstrasse 133, 8032 Zürich",2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23016533,Wohnung,2306.0,2056.0,250.0,,3.5,2.0,01.05.2020,,,,,,"Michael-Maggi-Strasse 20, 8046 Zürich",2020-02-25,zuerich,2020-02-26,,1.0,,1.0,,,,,,
23019079,Wohnung,3145.0,2950.0,195.0,66.0,2.5,4.0,01.05.2020,1.0,1.0,100.0,100.0,3.0,"Seestrasse 27, 8002 Zürich",2020-02-25,zuerich,2020-02-26,2015,,,1.0,,,,,500.0,1.0
23023808,Wohnung,1550.0,1350.0,200.0,54.0,2.0,1.0,01.03.2020,1.0,,50.0,300.0,4.0,"Altwiesenstr. 83, 8051 Zürich",2020-02-25,zuerich,2020-02-26,1954,1.0,1.0,1.0,,50.0,50.0,100.0,,1.0
23023786,Dachwohnung,3500.0,3000.0,500.0,,4.5,2.0,,,1.0,100.0,1000.0,,"Brunaustr. 17, 8002 Zürich",2020-02-25,zuerich,2020-02-26,1996,,,1.0,,1000.0,700.0,1200.0,1000.0,1.0
23023826,Wohnung,1990.0,1815.0,175.0,66.0,2.5,2.0,,,1.0,10.0,150.0,4.0,"Tramstr. 1, 8050 Zürich",2020-02-25,zuerich,2020-02-26,1943,1.0,1.0,1.0,,1200.0,550.0,550.0,,
23019166,Maisonette,1875.0,1650.0,225.0,64.0,2.5,2.0,16.04.2020,,,200.0,700.0,5.0,"Schaffhauserstrasse 230 A, 8057 Zürich",2020-02-25,zuerich,2020-02-26,1990,,,,,200.0,300.0,300.0,,
23018473,Wohnung,900.0,,,,4.0,,nachVereinbarung,,,,,,8002 Zürich ZH,2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23023784,Wohnung,3825.0,3525.0,300.0,125.0,4.5,7.0,01.06.2020,,1.0,300.0,300.0,5.0,"Turbinenstrasse 33, 8005 Zürich",2020-02-25,zuerich,2020-02-26,2012,,,1.0,,,,,,1.0
23019080,Wohnung,5240.0,5000.0,240.0,82.0,2.5,8.0,nachVereinbarung,1.0,1.0,100.0,100.0,,"Seestrasse 27, 8002 Zürich",2020-02-25,zuerich,2020-02-26,2015,,,1.0,,,,,500.0,1.0
23015782,Wohnung,1654.0,,,59.0,1.5,0.0,01.05.2020,1.0,1.0,,,,"Biberlinstrasse, 48, 8032 Zürich ZH",2020-02-25,zuerich,2020-02-26,,1.0,,,,,,,,
23016250,Wohnung,1980.0,1800.0,180.0,52.0,3.0,1.0,,,,,,,"Meientalstrasse 77, 8048 Zürich",2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23015817,Wohnung,1650.0,,,75.0,3.0,2.0,sofort,1.0,,,,5.0,"Limmattalstrasse 332, 8049 Zürich ZH",2020-02-25,zuerich,2020-02-26,1955,,,1.0,,,,,,
23016473,Wohnung,900.0,,,32.0,1.5,1.0,,,,,,,8008 Zürich,2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23015814,Wohnung,780.0,,,,1.0,3.0,sofort,,,,,,"Bristenstr, 8048 Zürich ZH",2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23015786,Wohnung,1250.0,,,,2.0,,nachVereinbarung,,,,,,8004 Zürich ZH,2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23015815,Wohnung,190.0,,,,,,nachVereinbarung,,,,,,8005 Zürich ZH,2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23015874,Wohnung,1250.0,,,13.0,1.0,4.0,sofort,1.0,,,,,"Paulstrasse 4, 8008 Zürich ZH",2020-02-25,zuerich,2020-02-26,,,,1.0,,,,,,
23015785,Wohnung,1200.0,,,,2.0,,nachVereinbarung,,,,,,8048 Zürich ZH,2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23014731,Wohnung,1625.0,1480.0,145.0,,3.0,1.0,01.04.2020,1.0,,,,,"Grosswiesenstrasse 75, 8051 Zürich",2020-02-25,zuerich,2020-02-26,,,,1.0,,,,,,
23015876,Wohnung,1900.0,,,,3.5,,nachVereinbarung,,,,,,8008 Zürich ZH,2020-02-25,zuerich,2020-02-26,,,,,,,,,,
23018926,Wohnung,2180.0,1990.0,190.0,,2.5,3.0,01.04.2020,1.0,,100.0,200.0,,"Winterthurerstrasse 580, 8051 Zürich",2020-02-25,zuerich,2020-02-26,2015,,,,,200.0,400.0,400.0,2000.0,
23014743,Wohnung,990.0,,,52.0,2.0,2.0,13.05.2020,,,,,,"Grebelackerstrasse 14, 8057 Zürich",2020-02-25,zuerich,2020-02-26,,,1.0,,,,,,,
23014724,Wohnung,1350.0,1280.0,70.0,33.0,1.0,0.0,16.03.2020,1.0,,,,4.0,"Hardeggstrasse 27, 8049 Zürich",2020-02-25,zuerich,2020-02-26,1968,,,1.0,,,,,,
23014739,Wohnung,1958.0,1775.0,183.0,60.0,3.0,2.0,sofort,1.0,,100.0,300.0,4.0,"Trichtenhausenstrasse 17, 8053 Zürich",2020-02-25,zuerich,2020-02-26,1959,,,1.0,,,,,,1.0
23014723,Wohnung,1935.0,1795.0,140.0,,2.5,4.0,sofort,1.0,1.0,250.0,120.0,,"Saumackerstrasse 62, 8048 Zürich",2020-02-25,zuerich,2020-02-26,,,,1.0,,,,,,1.0
23014738,Wohnung,1430.0,,,50.0,2.0,2.0,01.04.2020,1.0,,100.0,100.0,,"nahe Haltestelle Seebach, 8052 Zürich",2020-02-25,zuerich,2020-02-26,,1.0,,1.0,,,,,,
23018927,Wohnung,1690.0,1590.0,100.0,,2.0,,,1.0,,20.0,100.0,,"Winterthurerstrasse 580, 8051 Zürich",2020-02-25,zuerich,2020-02-26,2015,,,,,100.0,300.0,300.0,2000.0,
23014719,Wohnung,1897.0,1754.0,143.0,81.0,3.5,2.0,01.04.2020,1.0,1.0,100.0,250.0,6.0,"Fellenbergstrasse 278, 8047 Zürich",2020-02-25,zuerich,2020-02-26,2014,,,1.0,1.0,250.0,250.0,,,1.0
23014717,Wohnung,1220.0,1100.0,120.0,31.0,1.0,1.0,01.04.2020,1.0,,100.0,100.0,,"Bächlerstrasse 11, 8046 Zürich",2020-02-25,zuerich,2020-02-26,,,,,1.0,,,,500.0,
23014705,Wohnung,890.0,815.0,75.0,18.0,1.0,1.0,sofort,,,,,,"Weinbergstrasse 91, 8006 Zürich",2020-02-25,zuerich,2020-02-26,1894,,,,,,,,,
23018943,Wohnung,1760.0,1560.0,200.0,60.0,2.5,,,1.0,,20.0,500.0,,"Zwyssigstrasse 12, 8048 Zürich",2020-02-25,zuerich,2020-02-26,,,,,,,,,,1.0
23014709,Wohnung,994.0,880.0,114.0,21.0,1.0,1.0,01.04.2020,1.0,,,,,"Englischviertelstrasse 52, 8032 Zürich",2020-02-25,zuerich,2020-02-26,,,,1.0,,,,,,
23014707,Wohnung,3800.0,3550.0,250.0,104.0,4.5,2.0,,1.0,1.0,,,3.0,"Lindenbachstrasse 47, 8006 Zürich",2020-02-25,zuerich,2020-02-26,1911,1.0,,1.0,,,,,,
23014708,Wohnung,6500.0,,,110.0,4.0,2.0,,1.0,1.0,,,,8008 Zürich,2020-02-25,zuerich,2020-02-26,2000,,,1.0,1.0,,,,,
23014706,Wohnung,2580.0,2400.0,180.0,73.0,2.5,1.0,15.03.2020,,1.0,100.0,100.0,,"Ottikerstrasse 38, 8006 Zürich",2020-02-25,zuerich,2020-02-26,,,,1.0,,,,,2000.0,1.0
23014720,Wohnung,1455.0,1230.0,225.0,55.0,2.0,0.0,,1.0,,,,,"Langgrütweg 95, 8047 Zürich",2020-02-25,zuerich,2020-02-26,,,,1.0,,,,,,
23017410,Wohnung,2080.0,,,56.0,2.5,0.0,01.05.2020,,,,,,"Albisriederstrasse 351, 8047 Zürich",2020-02-25,zuerich,2020-02-26,,1.0,,,,,,,,
23013598,Wohnung,2735.0,,,,2.5,,nachVereinbarung,,,,,,8032 Zürich ZH,2020-02-24,zuerich,2020-02-26,,,,,,,,,,
23012855,Maisonette,2450.0,,,,3.0,,nachVereinbarung,,,,,,8004 Zürich ZH,2020-02-24,zuerich,2020-02-26,,,,,,,,,,
23012822,Wohnung,1994.0,1790.0,204.0,103.0,3.5,2.0,01.04.2020,1.0,,500.0,500.0,,"Carl-Spitteler-Strasse 50, 8053 Zürich",2020-02-24,zuerich,2020-02-26,,,,1.0,,,,,,
